COD,LOC,REF,PRC,QTD
7899299012954,CABO MONTADO,Cabo Telefone  5 m Branco 15.17.003BR ,7.40,11.00
7899299014880,CABO MONTADO,Cabo Telefone  5 m Cinza 15.17.003CZ,7.40,8.00
7899726404000,CABO MONTADO,Cabo Telefone  5 m Preto 15.17.003PT  :CE2,7.40,11.00
7899299016396,CABO MONTADO,Cabo Telefone 10 m Bege 15.17.002BG :CE2,11.90,11.00
7899726404024,CABO MONTADO,Cabo Telefone 10 m Branco 15.17.002BR  :CE2,11.90,12.00
7899726404017,CABO MONTADO,Cabo Telefone 10 m Cinza 15.17.002CZ  :CE2,11.90,13.00
7899726403966,CABO MONTADO,Cabo Telefone 10 m Preto 15.17.002PT :CE2,11.90,16.00
7893007716721,CABO MONTADO / TESTE,Cabo Teste Alta Flexibilidade HK7 Hikari 21N023U  ,44.90,8.00
7893007716745,CABO MONTADO / TESTE,Cabo Teste Banana x Banana 1 m HK22 Hikari 21N025,18.90,7.00
7893007716738,CABO MONTADO / TESTE,Cabo Teste Banana x Jacare 1 m HK23 Hikari 21N024,22.90,1.00
1518010,CABO MONTADO,Cabo Teste BNC para 2 Jacaré 15.18.010,19.80,0.00
1031001PT,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,15mm 10.31.001PT :IA5",0.50,211.80
1031001VM,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,15mm 10.31.001VM :IA5",0.50,147.70
1031003AM,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,25mm 10.31.003AM :IA6",0.90,243.50
1031003AZ,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,25mm 10.31.003AZ :IA6",0.90,171.70
1031003PT,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,25mm 10.31.003PT  :IA6",0.90,174.90
1031003VD,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,25mm 10.31.003VD :IA5",0.90,289.00
1031003VM,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,25mm 10.31.003VM  :IA5",0.90,275.90
1031004PT,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,50mm 10.31.004PT :IA6",1.20,140.70
1031004VM,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,50mm 10.31.004VM :IA6",1.20,203.70
1031002AM,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002AM",1.90,135.30
1031002AZ,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002AZ :IA6",1.90,200.30
1031002CZ,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002CZ :IA6",1.90,131.00
1031002MR,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002MR :IA6",1.90,209.30
1031002PT,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002PT",1.90,0.00
1031002VD,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002VD :IA6",1.90,239.70
1031002VM,FIOS E CABOS / TESTE,"Cabo Teste Extra Flexivel 0,75mm 10.31.002VM ",1.90,108.41
7899810400659,CABO MONTADO / TESTE,Cabo Teste Garra de Jacaré HK24 Hikari 21N074U,65.90,5.00
7893007716707,CABO MONTADO / TESTE,Cabo Teste Media Flexibilidade HK1 Hikari 21N021U,24.90,0.00
7893007716714,CABO MONTADO / TESTE,Cabo Teste Média Flexibilidade HK3 Hikari 21N022U,29.80,0.00
sku026793,CABO MONTADO,Cabo Teste Multifunção 15.18.008,29.90,0.00
1518009,CABO MONTADO,Cabo Teste para SMD 15.18.009,29.80,0.00
1518003,CABO MONTADO,Cabo Teste Pino Fino 15.18.003,3.50,0.00
1518001,CABO MONTADO,Cabo Teste Pino Fino Fusibras PP5262 15.18.001,7.90,0.00
7899471809341,CABO MONTADO,Cabo Teste Pino Grosso 180 Graus 15.18.004 :CB1,6.90,123.00
7899471809358,CABO MONTADO,Cabo Teste Pino Grosso 90 Graus 15.18.005 :CB1,6.90,197.00
1008001,FIOS E CABOS / TWISTED,"Cabo Twisted 2 x 1,50mm2 10.08.001 :FD4",6.10,118.30
1509002,CABO MONTADO / FORCA,Cabo Universal 1.5m Multcabo 1a Linha 15.09.002 :EB3,6.30,19.00
7895194247583,CABO MONTADO / INFO USB,Cabo USB 3.1 Tipo C Macho X USB A Macho 1m 16.09.022 :FB2,39.80,20.00
7895194179730,CABO MONTADO / INFO USB,Cabo USB A Femea X 3 RCA Macho 16.09.055 ,13.60,5.00
7899471849385,CABO MONTADO / INFO USB,Cabo USB A Femea X P2 Stereo 16.09.040 ,16.90,0.00
6900055008072,CABO MONTADO / INFO USB,Cabo USB A Femea X Tablet Samsung LE807 16.09.011,9.80,3.00
1609068,CABO MONTADO / INFO USB,Cabo USB A Femea X USB A Macho Retrátil 16.09.068   CX160,12.90,0.00
1609094,CABO MONTADO / INFO USB,Cabo USB A Femea X USB Micro OTG 16.09.094,7.90,58.00
1609008,CABO MONTADO / INFO USB,Cabo USB A Femea X USB Micro V8 8 Pinos LE 806 16.09.008,9.80,2.00
1609093,CABO MONTADO / INFO USB,Cabo USB A Femea X USB Micro V8 Samsung 16.09.093 :FB2,9.80,45.00
7895194175367,CABO MONTADO / INFO USB,Cabo USB A Femea X USB Mini 5 Pinos 1.1/2.0 16.09.048  20cm  :FB2,10.20,20.00
1609004,ANTENA,Cabo USB A Macho X 10 Saidas 16.09.004,19.80,3.00
1609054,CABO MONTADO / INFO USB,Cabo USB A Macho X 2 DIN Femea - Conversor Usb para PS2 C5100 16.09.054,17.90,0.00
7899471809075,CABO MONTADO / INFO USB,Cabo USB A Macho X 2 USB A Macho 16.09.075 ,14.20,12.00
7811234567893,CABO MONTADO / INFO USB,Cabo USB A Macho X 3 em 1 LE105 16.09.035,15.90,1.00
7895194179426,CABO MONTADO / INFO USB,Cabo USB A Macho X 3 RCA Macho 2m 16.09.056,13.60,3.00
7811234567992,CABO MONTADO / INFO USB,Cabo USB A Macho X 5 em 1 LE4004 16.09.010 ,15.90,1.00
1609090,HELLERMANN,Cabo USB A Macho X Combo para Iphone 4/5/Samsung 16.09.090,12.90,16.00
5415529567852,CABO MONTADO / INFO USB,Cabo USB A Macho X Galaxy S5 Dados 1 m 16.09.086  :FB2,18.90,8.00
7895194112928,CABO MONTADO / INFO USB,Cabo USB A Macho X IDE 1.1/2.0 16.09.045,29.90,3.00
5415529567869,CABO MONTADO / INFO USB,Cabo USB A Macho X Iphone 5 Dados 3 m 16.09.085,27.90,6.00
4378580958032,CABO MONTADO / INFO USB,"Cabo USB A Macho X Iphone 5 Dados Flat 1,8 m Amarelo ou Banco 16.09.089",18.90,3.00
8006003599005,CABO MONTADO / INFO USB,Cabo USB A Macho X Iphone Lightining  Flat Metalico 16.09.097,22.90,0.00
1609091,CABO MONTADO / INFO USB,"Cabo USB A Macho X Micro USB B 2.0 0,9m 16.09.091",10.90,20.00
1609077,CABO MONTADO / INFO USB,Cabo USB A Macho X Micro USB B 3.0 Azul 3m 16.09.077 ,38.90,6.00
1609084,CABO MONTADO / INFO USB,"Cabo USB A Macho X Micro USB B 3.0 Azul HD EXTERNO 1,8m 16.09.084",27.90,8.00
1609098,CABO MONTADO / INFO USB,Cabo USB A Macho X P4 16.09.098,9.80,16.00
1609031,CABO MONTADO / INFO USB,Cabo USB A Macho X P4 Mini 2.0 LE1005 16.09.031,9.80,0.00
6996785261733,CABO MONTADO / INFO USB,Cabo USB A Macho X Serial RS232 GPS 16.09.025,29.90,0.00
1609082,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea 2.0 Extensão Amplificada 10m 16.09.082,98.90,0.00
1609083,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea 2.0 Extensão Amplificada 15m 16.09.083,162.90,0.00
1609078,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB A Femea 3.0 Azul 1,8m 16.09.078",28.90,0.00
1609079,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea 3.0 Azul 3m 16.09.079,39.80,0.00
1609002CZ,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB A Femea Extensão 1,8m 16.09.002CZ ",9.80,20.00
6900045350013,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB A Femea Extensão 1,8m 16.09.002PT  :FB3",9.80,48.00
16090021,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea Extensão 1m 16.09.002.1,6.90,0.00
1609001,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea Extensão 3m 16.09.001,16.90,3.00
7895194122279,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea Extensão 5m Bege 16.09.032BG,22.90,0.00
1609032PR,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea Extensão 5m Prata 16.09.032PR  :FB3,22.90,32.00
5457862545135,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea Extensão 5m Preto 16.09.032PT,22.90,17.00
1609017,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Femea Extensão 6m 16.09.017,22.90,0.00
1609003,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Macho 1.8m 16.09.003 :FB3,8.40,58.00
1609080,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB A Macho 3.0 Azul 1,8m 16.09.080",32.90,0.00
1609081,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Macho 3.0 Azul 3m 16.09.081,43.90,3.00
1609067,CABO MONTADO / INFO USB,Cabo USB A Macho X USB A Macho Retrátil 16.09.067   CX160,12.90,0.00
7898566202562,CABO MONTADO / INFO USB,Cabo USB A Macho X USB B 3.0 Macho 1.8m Type-B 16.09.092,14.90,24.00
1609015BG,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB B Macho 1,8m Impressora 16.09.015BG ",11.90,15.00
7899471808955,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB B Macho 1,8m Impressora 16.09.015PT ",17.80,12.00
1609039,CABO MONTADO / INFO USB,Cabo USB A Macho X USB B Macho 3m Impressora 16.09.039 :FB4,14.90,10.00
1609034,CABO MONTADO / INFO USB,Cabo USB A Macho X USB B Macho 5m Impressora 16.09.034 :FB4,18.90,81.00
1609038,CABO MONTADO / INFO USB,Cabo USB A Macho X USB B Macho Retratil 16.09.038,8.90,0.00
7895194186301,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Micro 5 Pinos 16.09.046 ,12.90,2.00
1609066,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Micro 5 Pinos 16.09.066 ,13.90,1.00
1609013,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Micro V3 LE0073 16.09.013,4.90,0.00
6969315310232,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Micro V8 Branco LE1023 16.09.059,12.90,0.00
1609029,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB Mini 4 pinos 1,5m 16.09.029",9.90,0.00
1609023,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini 4 pinos 70cm 16.09.023,4.90,7.00
1609037,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini 5 pinos + P4 Mini 16.09.037,15.90,0.00
7899471809006,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini 5 Pinos 2.0 16.09.050 :FB5,11.90,69.00
1609007,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini 6 Pinos Câmera fotografica 16.09.007,8.90,0.00
1609049,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini 8 Pinos Redondo 16.09.049,11.90,5.00
7895194177163,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini 8 Pinos Reto 16.09.047 :FC4,12.90,26.00
1609073,CABO MONTADO / INFO USB,"Cabo USB A Macho X USB Mini V3 1,5 m LE801 16.09.073",9.80,0.00
1609016,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini V8 2 m LE802 16.09.016,9.80,-1.00
7952468417421,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini V8 3 metros 16.09.071 :FB2,10.90,23.00
1609076,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini V8 5 metros 16.09.076 :FB2,14.90,14.00
6978451240037,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini V8 Colorido LE4003 16.09.072,14.90,0.00
8006003599004,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini V8 Kimaster CB315 16.09.096 ,21.20,0.00
1609012,CABO MONTADO / INFO USB,Cabo USB A Macho X USB Mini V8 LE0072 16.09.012,4.90,0.00
1609006,CABO MONTADO / INFO USB,Cabo USB B Macho X USB B Macho 16.09.006,6.90,3.00
1609041,CABO MONTADO / INFO USB,Cabo USB Mini Femea X USB Micro Macho 16.09.041,7.90,6.00
1609000,CABO MONTADO / INFO USB,Cabo USB para Camera Fotografica 16.09.000,20.00,2.00
1609009,CABO MONTADO / INFO USB,Cabo USB para Iphone Colorido 16.09.009,15.40,10.00
7898554601360,CABO MONTADO / INFO USB,Cabo USB para Ipod Ipad Iphone 16.09.018BR  :FB2,9.80,24.00
1609018PT,CABO MONTADO / INFO USB,Cabo USB para Ipod Ipad Iphone Preto 1m 16.09.018PT,9.80,8.00
7899471807293,CABO MONTADO / 3 RCA,Cabo Video Componente 3 RCA X 3 RCA 2m 15.03.006 :EA3,9.90,46.00
7895194235269,CABO MONTADO / 3 RCA,Cabo Video Componente 3 RCA X 3 RCA 2m Preto 15.03.022,6.90,4.00
7899471807262,CABO MONTADO / 3 RCA,Cabo Video Componente 3 RCA X 3 RCA 3m 15.03.019 :EA3,14.90,30.00
7895194125706,CABO MONTADO / 3 RCA,Cabo Video Componente 3 RCA X 3 RCA 5m 15.03.018  :EA3,22.90,17.00
260091,ANTENA / ACESSORIOS,Cachimbo Video com Pino Fino Simples 26.009.1 :AE4,2.10,51.00
26008,ANTENA / ACESSORIOS,Cachimbo Video Com Pino Grosso Europeu 26.008,1.40,55.00
26010,ANTENA / ACESSORIOS,Cachimbo Video Passagem 300r/75r 26.010  :AE4,1.90,23.00
7891065000141,FERRAMENTA / CADEADO,Cadeado Pado 20mm 70.080.20,16.90,6.00
7891065000158,FERRAMENTA / CADEADO,Cadeado Pado 25mm 70.080.25,19.80,7.00
7891065000165,FERRAMENTA / CADEADO,Cadeado Pado 30mm 70.080.30,22.90,6.00
7891065000172,FERRAMENTA / CADEADO,Cadeado Pado 35mm 70.080.35,27.20,15.00
7891065011635,FERRAMENTA / CADEADO,Cadeado Pado 40mm 70.080.40,32.90,4.00
7891065000189,FERRAMENTA / CADEADO,Cadeado Pado 45mm 70.080.45,42.90,6.00
7891065000196,FERRAMENTA / CADEADO,Cadeado Pado 50mm 70.080.50,48.20,5.00
7891065000202,FERRAMENTA / CADEADO,Cadeado Pado 60mm 70.080.60,54.90,6.00
7893007719029,FERRAMENTA,Cadinho de Solda Analogica 150W x 220V C50 Hikari  21J628  :CC4,143.90,13.00
490825AN,INFORMATICA / CAMERA,Caixa de Proteção para Câmera Micro baby Anodizado 49.082.5AN :CD5,19.80,9.00
490825BR,INFORMATICA / CAMERA,Caixa de Proteção para Câmera Micro baby Branca 49.082.5BR :CD5,19.80,9.00
490825PT,INFORMATICA / CAMERA,Caixa de Proteção para Câmera Micro baby Preto 49.082.5PT :CD5,19.80,0.00
3004006,ELETRICA / TOMADA,Caixa de Sobrepor Ilumi 4x2 30.04.006 :BA5,6.20,9.00
7899718701056,ALTO FALANTE / auto falante,Caixa de Som Bluetooth Iluminada 49.02.030,39.80,1.00
3011009,CONECTOR / RJ,Caixa Embutir 3 X 3 30.033.5 30.11.009,1.00,18.00
7898378693961,INFORMATICA / CD/DVD,Caixa Organizadora COD 396 49.087.1,5.90,1.00
7896779613809,INFORMATICA / CD/DVD,Caixa Organizadora COD 398 49.087.2,16.90,0.00
7896952515647,INFORMATICA / CD/DVD,Caixa Organizadora COD1564 49.087.8,9.80,0.00
7896779618705,INFORMATICA / CD/DVD,Caixa Organizadora COD187 49.087.9,32.90,0.00
7898902241477,INFORMATICA / CD/DVD,Caixa Organizadora G COD147 49.087.7,19.80,0.00
7898902241743,INFORMATICA / CD/DVD,Caixa Organizadora M COD174 49.087.6,13.90,0.00
7896779600113,INFORMATICA / CD/DVD,Caixa Organizadora Mini COD011 49.087.3,3.90,0.00
7898902241422,INFORMATICA / CD/DVD,Caixa Organizadora P COD142 49.087.4,5.90,0.00
7896779600199,INFORMATICA / CD/DVD,Caixa Organizadora REF019 49.087.5,9.80,0.00
A3A4,CAIXA / PLASTICA,Caixa Plastica Montagem A3A4 35 X 45 X 115 Preto,6.90,0.00
CF063,CAIXA / PLASTICA,Caixa Plastica Montagem CF063 ABS 51 X 35 X 72 Patola :AE3,11.80,59.00
CF065-2,CAIXA / PLASTICA,Caixa Plastica Montagem CF065/2 38 X 43 X 56 Patola ,7.90,3.00
CF085,CAIXA / PLASTICA,Caixa Plastica Montagem CF085 51 X 72 X 85 Patola :AE3,11.20,40.00
CF110-3,CAIXA / PLASTICA,Caixa Plastica Montagem CF110/3 64 X 78 X 110 Patola  :AE3,12.90,18.00
CF125,CAIXA / PLASTICA,Caixa Plastica Montagem CF125 62 X 87 X 125 Patola :AE3,15.30,30.00
CR060-2,CAIXA / PLASTICA,Caixa Plastica Montagem CR060/2 14 X 35 X 56 Patola ,5.10,7.00
CR060-3A,CAIXA / PLASTICA,Caixa Plastica Montagem CR060/3A 16 X 40 X 54 Azul Patola ,5.90,10.00
CR060-3P,CAIXA / PLASTICA,Caixa Plastica Montagem CR060/3P 16 X 40 X 54 Preto Patola ,5.20,18.00
CR075,CAIXA / PLASTICA,Caixa Plastica Montagem CR075 37 X 69 Patola ,5.80,20.00
CR096,CAIXA / PLASTICA,Caixa Plastica Montagem CR096 21 X 60 X 85 com 2 botões Patola :AE3,6.90,44.00
CR096-2CL,CAIXA / PLASTICA,Caixa Plastica Montagem CR096/2CL 21 X 60 X 85 com 1 botão Patola,7.90,32.00
DIN98X48-3V,CAIXA / PLASTICA,Caixa Plastica Montagem DIN98X48/3V 42 X 90 X 20 Patola,24.90,10.00
PB025,CAIXA / PLASTICA,Caixa Plastica Montagem PB025 ABS 26 X 15 X 42 Patola ,4.20,119.00
PB035,CAIXA / PLASTICA,Caixa Plastica Montagem PB035 ABS 15 X 15 X 35 Patola ,2.40,74.00
PB040,CAIXA / PLASTICA,Caixa Plastica Montagem PB040 27 X 33 X 43 Patola :AC1,2.50,99.00
PB050,CAIXA / PLASTICA,Caixa Plastica Montagem PB050 29 X 43 X 52 Patola,4.30,24.00
PB064,CAIXA / PLASTICA,Caixa Plastica Montagem PB064 25 X 44 X 64 Patola :AC1,2.90,154.00
PB064-3,CAIXA / PLASTICA,Caixa Plastica Montagem PB064/3 20 X 35 X 64 Patola,3.50,25.00
PB075,CAIXA / PLASTICA,Caixa Plastica Montagem PB075/TE 35 X 60 X 75 Patola :AC1,8.70,77.00
PB107,CAIXA / PLASTICA,Caixa Plastica Montagem PB107 40 X 73 X 100 Patola :AC1 e AD1,7.90,271.00
PB108,CAIXA / PLASTICA,Caixa Plastica Montagem PB108 34 X 75 X 116 Patola :AD1,11.90,202.00
PB112,CAIXA / PLASTICA,Caixa Plastica Montagem PB112 52 X 85 X 123 Patola :AD1,21.80,56.00
PB112-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB112/2 36 X 85 X 123 Patola :AE1,19.90,69.00
PB114,CAIXA / PLASTICA,Caixa Plastica Montagem PB114 55 X 97 X 147 Patola :AE1,22.90,101.00
PB114-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB114/2 36 X 97 X 147 Patola :AE1,22.20,14.00
PB117,CAIXA / PLASTICA,Caixa Plastica Montagem PB117 62 X 85 X 123 Patola ,39.80,3.00
PB118,CAIXA / PLASTICA,Caixa Plastica Montagem PB118 65 X 97 X 147 Patola  :AC2,48.30,16.00
PB119,CAIXA / PLASTICA,Caixa Plastica Montagem PB119 65 X 112 X 190 Patola :AC2,49.80,10.00
PB119-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB119/2 52 X 110 X 190 Patola  :AC2,32.80,32.00
PB119-2TE,CAIXA / PLASTICA,Caixa Plastica Montagem PB119/2 T.E. 52 X 110 X 190 Patola :AC2 e AD2,32.90,118.00
PB150PT,CAIXA / PLASTICA,Caixa Plastica Montagem PB150PT 100 X 150 X 210 Patola :AD2,64.40,18.00
PB170-2,CAIXA,Caixa Plastica Montagem PB170/2 90 X 120 X 180 Patola :AD2,64.80,6.00
PB201,CAIXA / PLASTICA,Caixa Plastica Montagem PB201 40 X 70 X 85 Patola,13.80,18.00
PB201-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB201/2 40 X 70 X 85 Patola,12.90,10.00
PB202,CAIXA / PLASTICA,Caixa Plastica Montagem PB202 50 X 70 X 97 Patola :AD2,16.40,13.00
PB202-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB202/2 50 X 70 X 97 Patola  :AD2,14.50,103.00
PB203,CAIXA / PLASTICA,Caixa Plastica Montagem PB203 44 X 85 X 97 Patola :AE2,19.60,13.00
PB203-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB203/2 44 X 85 X 97 Patola  :AE2,19.80,43.00
PB204-3,CAIXA / PLASTICA,Caixa Plastica Montagem PB204/3 45 X 68 X 97 Patola,9.90,17.00
PB205,CAIXA / PLASTICA,Caixa Plastica Montagem PB205 40 X 140 X 150 Patola  :AE2,38.90,16.00
PB207,CAIXA / PLASTICA,Caixa Plastica Montagem PB207 46 X 142 X 130 Patola :AE2,39.80,19.00
PB215,CAIXA / PLASTICA,Caixa Plastica Montagem PB215 100 X 139 X 150 Patola  :AE2,46.90,27.00
PB255,CAIXA / PLASTICA,Caixa Plastica Montagem PB255 110 X 175 X 255 Patola :AE2,82.50,6.00
PB280,CAIXA / PLASTICA,Caixa Plastica Montagem PB280 75 X 170 X 235 Patola,41.80,3.00
PB600-2,CAIXA / PLASTICA,Caixa Plastica Montagem PB600/2 38 X 106 X 124 Patola :AE2,26.90,36.00
PB605,CAIXA / PLASTICA,Caixa Plastica Montagem PB605 41 X 81 X 121 Patola  :AE2,19.80,63.00
PB900,CAIXA / PLASTICA,Caixa Plastica Montagem PB900 89 X 180 X 260 Patola  :AE2,64.90,16.00
PBT075,CAIXA / PLASTICA,Caixa Plastica Montagem PBT075 35 X 60 X 75 Patola :AC1,7.50,57.00
PC526,CAIXA / PLASTICA,Caixa Plastica Montagem PC526 Dome 100 X 25 Patola  :CD5,28.90,8.00
PC528,CAIXA / PLASTICA,Caixa Plastica Montagem PC528 Dome 122 X 25 Patola  :CD5,32.90,9.00
PC530,CAIXA / PLASTICA,Caixa Plastica Montagem PC530 Dome 122 X 45 Patola  :CD5,32.90,12.00
PC532,CAIXA / PLASTICA,Caixa Plastica Montagem PC532 Dome 127 X 25 Patola :CD5,32.90,6.00
SC80RC,CAIXA / PLASTICA,Caixa Plastica Montagem SC80R/C 75 X 80 Patola ,25.90,7.00
3023001,CONECTOR / RJ,Caixa Sobrepor RJ11 30.070 30.23.001,1.80,1.00
7895194073724,CONECTOR / RJ,Caixa Sobrepor RJ45 30.089 30.23.002 ,3.50,0.00
21J111,FERRAMENTA,Calcanheira Antiestatica 1MR Hikari 21J111,32.40,3.00
8922015520057,OUTROS,Câmera CFTV CCD Dome 1/3 1000 Linhas Ir Cut 24 Led's Noturna 49.087  :FA5,98.90,7.00
7892015071877,OUTROS,Câmera CFTV CCD Infravermelho 36 Led 700 Linhas Prova D'agua 49.082,79.80,0.00
49091,ACESÓRIOS,Câmera Endoscopica Hd Mini Usb Sonda Android Computador 2 metros 7mm 49.091 :CE5,59.90,7.00
700352,SINALIZADOR  / BUZINA,Campainha Auxiliar para Telefone com Cabo 70.035.2 ,21.90,0.00
7897223000084,ELETRICA / CAMPAINHA,Campainha Dim Dom Branca/Bege 2692 Ilumi 220V 70.028 :BB2,34.90,5.00
7899726411657,ELETRICA / CAMPAINHA,Campainha Sem Fio 70.028.2,62.90,7.00
7898322641451,ELETRICA / CAMPAINHA,Campainha Tradicional Cigarra Embutir 4x2 2690 Ilumi 70.028.3,24.90,3.00
7891128001269,ELETRICA / CAMPAINHA,Campainha Tradicional Externa Cigarra Sobrepor BR 26900 Ilumi 70.028.1 ,14.50,7.00
3009001,ELETRICA / X,Canaleta Sistema X 10mm  30.09.001,6.90,22.00
3009002,ELETRICA / X,Canaleta Sistema X 20mm Branca 62091 Ilumi 30.057BR 30.09.002 :CA,8.90,64.00
3009003,ELETRICA / X,Canaleta Sistema X 40mm Bege 60092 Ilumi 30.057.1BG/BR 30.09.003 :CA,24.90,52.00
42034,INFORMATICA,Caneta para Escrever em CD/DVD 4 unidade 42.034,15.90,3.00
7893296160663,ALTO FALANTE / OUTROS,Cantoneira Angular 90 para Caixa Acustica  com 4 peças 49.06.004,12.90,0.00
7862999170125,ALTO FALANTE / OUTROS,Cantoneira Angular para Caixa Acustica com 4 peças 49.06.003,8.90,3.00
7862999170293,ALTO FALANTE / OUTROS,Cantoneira Arredondada para Caixa Acustica  com 4 peças 49.06.005,9.80,0.00
4906032,ALTO FALANTE / OUTROS,Cantoneira com Canto Arrendodado Grande CADA 49.06.032,2.90,2.00
4906033,ALTO FALANTE / OUTROS,Cantoneira com Canto Reto 8x5cm CADA 49.06.033 ,2.90,14.00
4906031,ALTO FALANTE / OUTROS,Cantoneira de Ferro 4x4x4 CADA 49.06.031,3.00,0.00
4906001,ALTO FALANTE / OUTROS,Cantoneira para Caixa Acustica ACU Unitário 49.06.001,1.20,0.00
7893296160274,ALTO FALANTE / OUTROS,Cantoneira Trapezoidal para Caixa Acustica com 4 Peças 49.06.002,21.90,3.00
27040CZ,CONECTOR / DB,Capa Conector DB15 Cinza 27.040CZ,1.95,0.00
27043BG,CONECTOR / CAPA DB,Capa Conector DB25 Bege 27.043BG,1.80,1.00
27043CZ,CONECTOR / CAPA DB,Capa Conector DB25 Cinza 27.043CZ :CD1,1.50,37.00
270431,CONECTOR / CAPA DB,Capa Conector DB25 Metalico 27.043.1,8.40,0.00
27043PT,CONECTOR / CAPA DB,Capa Conector DB25 Preta 27.043PT,1.50,0.00
27037BG,CONECTOR / CAPA DB,Capa Conector DB9 e HD15 Bege 27.037BG  :CD1,1.20,127.00
27037CZ,CONECTOR / CAPA DB,Capa Conector DB9 e HD15 Cinza 27.037CZ :CE1,1.20,1590.00
270373,CONECTOR / CAPA DB,Capa Conector DB9 e HD15 Metalica com Kit Curto 27.037.3 :CD1,4.60,162.00
270371,CONECTOR / CAPA DB,Capa Conector DB9 e HD15 Metalica com Kit Longo CADA UNIDADE 27.037.1  :CD1,9.80,63.00
270374,CONECTOR / CAPA DB,Capa Conector DB9 e HD15 Plastica Prata com Kit Curto 27.037.4 :CE1,2.40,395.00
7895194187520,CONECTOR / CAPA DB,Capa Conector DB9 e HD15 Preto 27.037PT,1.20,7.00
3022001,CONECTOR / RJ,Capa para RJ45 Azul 30.22.001  :CF4,0.35,869.00
3022002,CONECTOR / RJ,Capa para RJ45 Branco 30.033.26BR 30.22.002,0.35,0.00
3022003,CONECTOR / RJ,Capa para RJ45 Cinza 30.033.26CZ 30.22.003 :CF4,0.35,1070.00
3022004,CONECTOR / RJ,Capa para RJ45 Laranja 30.033.26LR 30.22.004 :CF4,0.35,855.00
3022005,CONECTOR / RJ,Capa para RJ45 Preto 30.033.26PT 30.22.005 :CF4,0.35,719.00
3022006,CONECTOR / RJ,Capa para RJ45 Verde 30.033.26VD 30.22.006 :CF4,0.35,551.00
3022007,CONECTOR / RJ,Capa para RJ45 Vermelho 30.033.26VM 30.22.007 :CF4,0.35,743.00
